-10,-7.60625,2
-7.60625,-5.2125,26
-5.2125,-2.81875,162
-2.81875,-0.425,387
-0.425,1.96875,754
1.96875,4.3625,951
4.3625,6.75625,1171
6.75625,9.15,1143
9.15,11.5437,1307
11.5437,13.9375,1260
13.9375,16.3312,748
16.3312,18.725,472
18.725,21.1187,173
21.1187,23.5125,89
23.5125,25.9062,42
25.9062,28.3,14
