-12,-9.425,23
-9.425,-6.85,125
-6.85,-4.275,165
-4.275,-1.7,559
-1.7,0.875,1227
0.875,3.45,2567
3.45,6.025,2307
6.025,8.6,1669
8.6,11.175,2160
11.175,13.75,2237
13.75,16.325,2342
16.325,18.9,1333
18.9,21.475,959
21.475,24.05,451
24.05,26.625,114
26.625,29.2,59
