-5.3,-3.48,1
-3.48,-1.66,2
-1.66,0.16,0
0.16,1.98,7
1.98,3.8,9
3.8,5.62,5
5.62,7.44,7
7.44,9.26,7
9.26,11.08,12
11.08,12.9,8
12.9,14.72,12
14.72,16.54,7
16.54,18.36,3
18.36,20.18,4
20.18,22,2
