-25,-21.25,18
-21.25,-17.5,4
-17.5,-13.75,0
-13.75,-10,2
-10,-6.25,4
-6.25,-2.5,352
-2.5,1.25,4148
1.25,5,12171
5,8.75,11678
8.75,12.5,7844
12.5,16.25,1862
16.25,20,157
20,23.75,5
23.75,27.5,13
27.5,31.25,10
31.25,35,2
