-10,-7.73333,1
-7.73333,-5.46667,1
-5.46667,-3.2,3
-3.2,-0.933333,8
-0.933333,1.33333,29
1.33333,3.6,31
3.6,5.86667,24
5.86667,8.13333,34
8.13333,10.4,30
10.4,12.6667,14
12.6667,14.9333,28
14.9333,17.2,38
17.2,19.4667,14
19.4667,21.7333,3
21.7333,24,6
