-5.2,-3.125,48
-3.125,-1.05,114
-1.05,1.025,465
1.025,3.1,731
3.1,5.175,1093
5.175,7.25,1340
7.25,9.325,1344
9.325,11.4,1462
11.4,13.475,1371
13.475,15.55,1168
15.55,17.625,845
17.625,19.7,583
19.7,21.775,287
21.775,23.85,155
23.85,25.925,45
25.925,28,20
