-4.4,-2.5625,16
-2.5625,-0.725,194
-0.725,1.1125,1162
1.1125,2.95,1945
2.95,4.7875,4555
4.7875,6.625,8163
6.625,8.4625,9172
8.4625,10.3,7695
10.3,12.1375,5567
12.1375,13.975,2879
13.975,15.8125,2340
15.8125,17.65,1077
17.65,19.4875,430
19.4875,21.325,155
21.325,23.1625,30
23.1625,25,19
